i,j,w
25524297,21392267,7.396
25524297,4367041962,27.207
25532332,5227220835,26.049
25532377,1951616232,7.875
25532384,5238587994,2.925
25532384,1951616319,12.655
25532464,8807410152,7.269
25532464,1547013719,38.585
25532464,8390582613,17.485
25532475,8807410152,11.135
25532494,1547013705,67.77
25532494,1547013710,15.952
25532542,1556097227,45.182
25532542,24662533,48.087
25532542,1556097048,17.303
25532576,1312454031,16.963
25544108,109788,61.04
25544110,5340811717,1.99
25544111,1556260241,13.083
25544111,24661966,10.4
25544112,1312453915,15.085
25577057,2140421224,3.097
25577057,2140421219,6.658
25632677,2135411293,36.103
25632678,4826448085,15.163
25632679,25632680,27.204
25632680,2331184929,37.909
25632683,2632464427,3.642
25632683,1954751924,17.137
25632684,6525670240,10.054
25632774,9161061775,7.472
25632855,1215563879,12.962
25632855,1215563881,25.576
25632856,316763595,15.165
25632857,1215563875,13.568
25632858,7553887498,10.643
25632859,25632860,55.217
25632859,316763584,23.186
25632859,316763586,7.476
25632860,25632859,55.217
25632860,9856119634,79.72
25632862,9856119643,6.246
25632862,3519879307,14.19
25632862,268997562,39.256
25632863,1215563890,11.843
25632864,244128953,10.92
25632864,25632865,6.008
25632865,316763600,31.72
25632865,25632864,6.008
25632870,372050298,35.677
25634199,5306194265,7.488
25634199,390073160,24.143
26067234,1312188994,12.183
26067235,1312188735,10.845
26067236,1312188858,7.464
26067237,1312189073,16.865
26067238,1312188614,14.53
26067239,1312189013,12.55
26374229,4174200046,41.991
26374229,3811094142,37.128
26374236,7271474855,3.171
26374236,32921720,8.787
26374236,7271474856,5.168
26678166,1953202903,11.809
26678166,26678167,11.652
26678167,26678166,11.652
26678167,21578459,9.863
26678168,5119652857,10.412
26678169,6279388822,7.964
26678171,1953202903,8.064
27331469,28418929,74.947
27331469,7644741345,48.434
27351282,3550836102,9.315
27351282,251757458,5.294
27351284,1039290562,9.205
27351284,251757452,6.958
27458331,2967343648,6.053
27458353,367114771,7.584
27459116,9080098308,4.117
27459120,6995618979,11.548
27459120,1014803714,8.153
27459165,1014803721,5.576
27459198,9703794692,5.011
27459638,2935392676,4.293
27459830,3247933387,4.351
27459905,9693971450,14.345
27459905,1312471210,2.665
27459945,1043001423,8.066
27459945,6218501753,4.331
27459951,6218501753,4.348
27459951,1043001378,9.483
27459959,1043001410,7.804
27459959,27459966,7.182
27459966,27459959,7.182
27459966,27459969,6.167
27459969,27459966,6.167
27459969,27459970,7.368
27459970,27459969,7.368
27459970,5165786245,13.487
27459971,2934288517,11.629
27459971,2934288518,5.104
27460198,9694087361,4.647
27460210,9703794690,30.354
27460250,7487734942,8.362
27460250,4054356847,2.73
27460259,1550763708,41.078
27460259,1493722804,11.026
27460439,9080123627,5.589
27480956,302013675,10.148
27480957,7815143581,1.591
27480957,3486459766,3.384
27480958,9678821161,47.987
27480960,3486459769,4.29
27480960,9678821159,4.915
27480961,1238249904,26.244
28193265,3170676207,12.442
28193265,3197333544,43.924
28418138,4344245894,5.203
28418138,3892081378,0.706
28418141,7797338600,8.955
28418141,7797338599,4.762
28418144,4344245893,1.533
28418144,9693910743,5.582
28418497,3858880678,4.975
28418859,4430996024,20.19
28418877,429346253,8.237
28418877,9693971450,6.061
28418877,9693971451,2.909
28418879,4534184516,4.565
28418879,4629462859,4.813
28418880,4534184516,5.334
28418909,429346251,21.962
28418921,4164428578,32.002
28418929,27331469,74.947
28418929,3984132034,4.25
28418929,302013708,3.25
28419328,5257738381,7.177
28419328,5257738387,6.039
28419328,1039290586,7.744
28728187,3197339676,26.291
28728187,9375170323,10.885
28728208,3170676207,40.336
28728208,25477106,16.206
28728210,7191329811,7.516
28800660,1758552521,10.094
28800660,1755708647,6.482
28800661,28800662,14.42
28800661,1312264524,17.362
28800661,1401908258,8.517
28800662,1311962065,34.683
28800662,1311962043,7.99
28800662,28800661,14.42
28800664,1755708737,4.75
28800664,1755708730,11.604
28800664,9693903657,2.661
28800666,2990651920,3.77
28800667,18393873,37.669
28800667,25161371,19.01
28800668,9042041321,38.023
28800670,1755265432,2.871
28800670,8869464398,10.947
28800671,1311961846,23.827
28800671,5046314073,1.345
28800672,9856119642,5.125
28800672,8869435290,9.494
28800689,5046314092,7.083
30056255,3247932486,17.27
30056255,9694087365,12.033
30056277,25248124,14.829
30056277,25248123,14.476
30056310,3847023131,16.846
30056310,8429945618,43.509
30056330,1312471231,20.539
30056330,5580861156,9.141
30056330,707377287,10.451
30078473,4077599544,6.199
30078473,1211381855,26.701
32921720,26374236,8.787
33141178,7223668012,10.909
33141178,1148276284,5.122
33141178,7223668011,7.027
57786953,9203578107,6.679
57786953,9203578106,7.816
59526352,6261920915,6.714
149431715,3741131608,14.137
149431715,1954751920,38.302
212916714,2218362316,8.224
212927414,1401416203,4.955
213668839,8868010205,3.982
213668839,354886099,21.294
213668842,8868010218,3.881
213668842,1685272862,2.198
213668844,2642612586,26.254
213668844,8868010281,3.315
213670986,1719422032,12.824
213670986,213672005,30.564
213670986,9856119638,57.185
213672005,2642878644,17.622
213672005,213670986,30.564
244128953,1215563905,17.842
245200970,8256049399,3.766
245200970,9189397456,19.986
249467025,25477774,33.039
249467025,6467134931,31.946
249470452,4530012692,7.769
249470452,1731225566,8.369
249558409,3858880674,5.966
249558409,3858880675,13.511
249558964,302013662,29.454
249558966,7815533548,4.44
249558966,7815533546,8.349
249559005,302013662,18.949
249559005,302013668,79.277
249560091,7900221088,4.041
249560091,7900221087,8.811
249560091,9021491075,9.954
249560538,347539416,30.38
249679102,2934411667,9.074
249679343,4116809027,13.575
249679343,4244498868,21.005
249679343,4116809028,10.473
249679365,3068267824,33.203
249679365,2140124996,2.921
250324965,5335233119,14.038
250324965,8042022825,9.087
250325410,3787645610,1.267
250325411,9856119632,3.971
250325411,9710304459,6.369
250326914,1401416208,13.425
250327037,1310663631,7.734
250327037,250549670,30.569
250327100,21990625,12.619
250327159,9856119637,24.788
250327576,2642612586,8.605
250327576,9693628387,2.595
250327591,1326821544,10.712
250327591,250327609,25.82
250327609,250327591,25.82
250327618,9030155756,2.409
250327618,9808795603,16.093
250327619,347335878,24.684
250327660,338319877,1.675
250327660,6332545601,28.116
250549348,3499544028,61.419
250549587,8868001103,9.899
250549587,20458273,13.026
250549636,8869040028,45.028
250549670,250327037,30.569
250549670,1312188694,9.07
250549699,8868010279,5.847
250549699,250549700,4.244
250549699,8868010221,5.635
250549700,250549699,4.244
250549700,8868010218,6.935
250549835,28800668,43.103
250550023,250550024,16.531
250550024,1755265428,14.628
250550174,9693929369,84.086
250550174,1401908258,8.742
250550400,8869472247,3.353
250550400,2387242386,6.789
250550426,250550427,42.921
250550426,973101839,41.163
250550427,250550426,42.921
251757321,1039290562,31.643
251757452,27351284,6.958
251757452,3550836102,3.923
251757458,27351282,5.294
251757458,1039290584,8.341
251757533,5257738389,16.285
251757533,3528738440,7.598
251892353,3706494694,22.569
251892353,252729234,31.977
251892353,5925626141,9.366
251892475,5925626142,10.845
251892475,5925626141,1.169
251892564,3708234957,3.711
251892754,251892950,22.827
251892754,107585,35.134
251892950,251892754,22.827
251892950,107584,14.924
251892979,1312471191,20.258
252729234,251892353,31.977
252729234,1014649631,24.546
255051289,9080098305,3.503
255678213,4835109001,22.476
255678213,4835109000,7.682
255860415,435104715,11.019
256766529,2466449287,5.061
256766531,2990732269,21.877
256766532,4682627261,22.874
256766533,20460680,20.434
259252667,1312454045,13.851
259252667,4072083345,3.4
262078536,3267461742,11.898
262078536,3267461752,12.892
264824452,2265048377,15.228
268124583,1678452753,4.962
268124704,4034060015,14.925
268997560,7567588716,18.415
268997560,18382242,7.211
268997562,25632862,39.256
268997562,104321,16.416
269547419,4378043662,2.658
269547420,21685481,11.1
269547420,25500530,12.183
269547420,4378043661,25.072
269550333,25495544,24.552
269550333,1148249927,35.508
269584410,350629203,12.529
269584410,25495854,12.545
269589467,8785484312,7.283
269589467,3518995475,10.443
269589467,8373690824,6.886
275179767,435104736,42.673
275179893,627985397,3.917
275180300,3076574323,1.953
277337783,9694032607,47.272
283061836,9856119626,4.723
283061836,690295047,59.075
283061836,25475419,11.639
283062108,9856119626,43.973
283062189,8579240311,22.174
283062189,690295047,10.732
288193455,1150003423,30.884
291951643,2112030873,9.541
291951643,6855696503,11.715
295977520,8429795032,4.426
295977520,4167762776,8.384
302013662,249558964,29.454
302013662,249559005,18.949
302013668,249559005,79.277
302013668,3673602988,40.256
302013672,27480956,13.415
302013672,6345441358,5.593
302013673,302013676,15.313
302013674,3486459764,10.875
302013675,3081980920,21.042
302013676,302013672,44.701
302013678,302013673,17.126
302013681,1014803691,2.54
302013682,302013681,11.943
302013685,7817162929,29.554
302013708,3984132037,10.039
302013708,28418929,3.25
302013708,3984132035,5.454
302013776,9703794686,4.7
302013777,4344245892,22.415
308837357,4730978984,28.875
316763500,5247852872,4.095
316763501,24950117,6.54
316763501,25161345,25.241
316763513,9856119642,25.147
316763513,5046005758,6.713
316763545,5046005743,13.76
316763548,7836155865,2.989
316763548,1782724125,4.587
316763559,9856119640,72.419
316763559,1759454163,8.292
316763561,1758554286,5.327
316763563,1758554291,13.746
316763584,1215563891,8.616
316763584,25632859,23.186
316763586,25632859,7.476
316763586,316763600,5.877
316763590,25632857,17.049
316763595,316763590,6.955
316763600,316763586,5.877
316763600,25632865,31.72
317930380,25496773,37.089
319984684,5006978857,5.015
319984684,1311961826,5.243
321255907,7271474849,11.116
321255907,1617647931,56.727
321255919,8785567902,1.617
321255919,5006063173,5.62
321255925,25496820,2.755
321255925,25496819,19.843
323260106,25495695,35.622
323260106,1816038214,9.532
329983075,1951616263,3.969
338319877,250327660,1.675
338319877,7151566952,4.97
338472562,1938953379,15.49
338472562,1832052008,11.922
338472567,1707790107,30.798
338472567,1832129783,5.753
338474265,21686572,51.408
338474265,4569700109,30.727
338474269,1832129823,10.424
338474269,109815,7.9
343669791,6108171363,7.185
343669791,8975700260,6.779
343669798,1832228016,3.658
343669798,25495807,12.674
347335859,8868010216,30.714
347335859,8868010205,6.046
347335878,9693628388,5.968
347539416,7815533546,8.722
347539416,249560538,30.38
347541965,7911297463,7.155
347541973,347541965,24.707
347542743,3735889430,6.512
350377999,25495824,20.185
350377999,25495823,23.282
350437528,5899738713,2.925
350437528,25495822,3.206
350437608,25495617,18.056
350437608,10572779,2.355
350629203,25496100,14.429
350629203,269584410,12.529
354886082,1312188694,6.887
354886082,1312189098,4.125
354886099,9269886261,23.681
354886099,213668839,21.294
354935735,2919962042,7.194
355416887,1165343843,5.821
355416887,4571244663,6.817
355416890,9820537943,1.784
355416892,1145174402,7.062
355416911,4297242961,9.773
355416914,1601797458,18.293
355416920,4298970368,9.631
355416920,4298970380,0.758
355416921,9823138209,5.06
355416921,25475695,1.57
357999964,24950104,14.36
367074596,20955169,22.632
367077584,5207476615,20.103
367091632,1828402755,48.579
367100073,1214922421,8.9
367102039,1617532085,36.694
367104392,5114681227,7.424
367104392,5114681230,8.6
367105858,25504770,13.231
367105858,25504755,8.217
367105859,1268892466,6.875
367105859,25504763,23.316
367106464,25471733,4.051
367106464,25471732,7.947
367114771,5342236740,6.314
367121266,1547013743,8.655
368044217,2360684188,7.277
372050298,372050299,37.37
372050299,20460686,13.564
372978120,1326821502,5.284
372978232,1326821557,5.413
373364225,6369329161,4.298
373364228,8868824870,2.258
373364868,6369329167,4.256
373364870,373364874,6.072
373364874,3965024398,6.426
373364878,3965024397,5.379
373402354,109780,12.692
373402354,1311962151,42.549
373402354,9856119634,7.55
377490664,4210859292,6.421
377490677,1233350848,12.704
377494060,27331469,13.931
385311590,9693920795,30.595
385311796,4748394420,6.863
385311796,2279592861,24.087
388455682,4240028580,15.814
390073160,25634199,24.143
390073160,2632464413,5.31
390341443,4627445260,13.354
390341443,473264457,32.213
419347194,419347195,5.972
419347195,2919962039,7.452
419347196,2919962038,8.239
419347197,354935735,7.747
419347198,2919962044,8.92
419347199,473262779,4.756
419347200,419347201,7.315
419347201,2919962045,8.017
419347202,3267461709,7.626
419347203,3267461703,28.723
419350669,9684083975,3.036
419350669,9684083976,4.113
419350723,4089226784,6.682
419632303,2265065203,9.142
419632306,419632303,3.866
419632307,5177397835,4.671
419632307,8620105236,6.299
419632906,8620272571,1.047
422573549,21990638,8.28
429346236,9703794693,11.231
429346241,9703794696,2.6
429346243,4629462859,14.574
429346243,429346253,9.735
429346251,9693971448,9.694
429346253,429346243,9.735
429346253,28418877,8.237
435104715,435104717,7.179
435104717,9693963705,13.474
435104721,25497845,34.43
435104721,6272993492,12.969
435104726,25475696,8.684
435104726,4297211186,16.036
435104726,435104727,28.916
435104727,435104726,28.916
435104728,4297211187,6.944
435104728,25475694,5.255
435104732,3691462888,77.816
435104735,435104732,15.06
435104736,435104735,16.124
435104742,1723340842,5.026
435104742,110140,21.668
438170475,7918978033,8.839
441958990,4860803960,7.537
441958990,441958992,13.924
441958992,441958990,13.924
441958992,107647,15.553
446765895,25632774,3.257
447887921,4275394254,1.9
447887921,25495838,29.644
455705562,4034060018,8.217
469759942,2632488435,13.104
469759943,10607133,20.149
469776896,20460691,21.17
470727776,5736847362,24.721
470727776,25496100,6.927
470727954,1236791504,18.605
470727954,9197589363,2.598
470729237,2140420434,3.674
470729237,2215139515,4.144
471488469,3585762393,30.861
471488469,3145798533,3.746
471488472,1550763620,6.533
471488484,1312453950,7.32
471488499,1550763749,21.55
471488499,1493722803,5.699
472346838,473265708,18.962
472493763,9703794689,4.593
473219610,8814668141,11.347
473219610,9072449309,35.809
473258249,763372886,17.059
473258639,25265078,9.008
473258827,25161386,1.293
473262779,3267461749,6.186
473264457,390341443,32.213
473264457,1268903266,10.289
473264641,4627445260,6.923
473265708,9684083982,6.029
473265708,1938819299,5.427
473266627,268124583,8.834
475396924,21990627,8.009
475396924,8672066581,7.796
490946748,4650375402,16.052
490946748,25503860,43.413
528126781,10572786,31.09
529722111,1832248458,7.184
529722111,8975529083,3.795
585127354,4078858000,7.834
585129712,3231501611,25.498
585129712,1312471258,7.251
585130362,9135845213,24.912
585130362,9135848928,20.567
585148380,4085387945,4.359
585180151,6332695637,3.218
585180151,6332695638,5.068
585180151,9135848924,5.867
585199079,5816744257,6.046
585200775,9694032608,15.326
585200775,710521820,18.138
585200818,9694032606,4.179
585201189,1561411396,12.915
585201189,25474005,81.93
585201189,8579276918,8.835
595709482,10607626,50.872
595709482,109935,46.689
595709975,1360122871,3.199
595709975,1360122925,3.205
627985397,6855696495,5.51
632438506,20460684,2.706
632447859,10607127,12.094
663363473,4211515621,14.156
670103313,3486459769,57.834
670103313,3068267824,5.295
675734610,1233350889,6.807
675734610,1233350862,3.81
675734613,4166967089,10.555
675734613,1233350889,12.617
675734622,1233350862,4.17
675734622,3231501611,9.737
680069471,680069483,7.878
680069473,4872502279,25.629
680069483,3397689900,38.403
690295042,5122737222,13.003
690295042,9690878343,1.491
690295042,9690878341,15.51
690295047,283062189,10.732
690295047,283061836,59.075
696477399,25278670,21.726
697037343,5905807278,13.711
700774224,9680972178,3.798
700774224,9753609738,0.582
707377287,30056330,10.451
707377287,1547392865,14.584
710521820,585200775,18.138
710657963,9693963679,1.225
722208263,1312471258,18.22
722208263,4715263992,3.954
742399752,1312471217,15.088
747893184,7610670913,7.027
748797126,355416914,24.313
748797145,25475767,6.685
748797145,1913216493,14.642
748885412,1214922428,20.831
748885412,1707790067,17.458
748941508,748941546,24.11
748941508,819132568,3.733
748941508,1150003147,26.134
748941546,748941552,13.132
748941546,748941508,24.11
748941552,748941556,30.088
748941552,748941546,13.132
748941552,4195111363,6.761
748941556,748941560,26.185
748941556,748941552,30.088
748941556,4195111355,7.09
748941560,748941556,26.185
